restaurant,food,price,taste,location,portion_size,dish_category
Pinocchio Osu,Giacondi Pinot Grigio btl,300.0,8.2,Accra,N/A,White Wine
Pinocchio Osu,Grey Goose gls,150.0,8.5,Accra,N/A,Vodka
Pinocchio Osu,Skky Vodka gls,60.0,7.5,Accra,N/A,Vodka
Pinocchio Osu,Havana Club 3 Anos,60.0,7.2,Accra,N/A,Rum
Pinocchio Osu,Sprite,30.0,6.0,Accra,N/A,Soft Drinks
Pinocchio Osu,Chivas Regal 12Y gls,110.0,8.4,Accra,N/A,Whisky
Pinocchio Osu,COTTO E MOZZARELLA,180.0,8.0,Accra,N/A,Panini Sandwich
Pinocchio Osu,Itinera Brut,500.0,8.7,Accra,N/A,Prosecco
Pinocchio Osu,WAFFLE CONE,15.0,5.5,Accra,N/A,Ice-Cream and Dessert
Pinocchio Osu,Margarita Classic,100.0,7.6,Accra,N/A,Cocktails
Pinocchio Osu,Gin Basil,120.0,7.7,Accra,N/A,Cocktails
Pinocchio Osu,Giacondi Merlot,240.0,8.1,Accra,N/A,Red Wine
Pinocchio Osu,Bacardi Carta Negra,60.0,7.3,Accra,N/A,Rum
Pinocchio Osu,Waffle,40.0,6.8,Accra,N/A,Ice-Cream and Dessert
Pinocchio Osu,San Pellegrino small,45.0,8.9,Accra,N/A,Water
Pinocchio Osu,Villa Antinori Toscana btl,600.0,8.4,Accra,N/A,White Wine
Pinocchio Osu,Fresh  Pineapple,35.0,7.0,Accra,N/A,Fresh Juice
Pinocchio Osu,32 Nebra,320.0,8.0,Accra,N/A,Beer
Pinocchio Osu,32 Audace,320.0,7.9,Accra,N/A,Beer
Pinocchio Osu,Hennessy V.S.O.P,180.0,8.8,Accra,N/A,Cognac
Pinocchio Osu,Glemorangie The Original 10Y gls,150.0,8.3,Accra,N/A,Whisky
Pinocchio Osu,Olmeca white,60.0,7.2,Accra,N/A,Tequila
Pinocchio Osu,Santa Cristina Umbria,380.0,8.2,Accra,N/A,White Wine
Pinocchio Osu,Vegetarian Panini,160.0,7.4,Accra,N/A,Panini Sandwich
Pinocchio Osu,Moet Chandon Brut btl,1800.0,9.3,Accra,N/A,Champagne
Pinocchio Osu,Coca-Cola,30.0,6.2,Accra,N/A,Soft Drinks
Pinocchio Osu,Belvedere gls,120.0,8.2,Accra,N/A,Vodka
Pinocchio Osu,Moscow Mule,100.0,7.7,Accra,N/A,Cocktails
Pinocchio Osu,Cuba Libre,90.0,7.0,Accra,N/A,Cocktails
Pinocchio Osu,Negroni,120.0,7.8,Accra,N/A,Cocktails
Pinocchio Osu,Ciroc,80.0,7.6,Accra,N/A,Vodka
Pinocchio Osu,Ice Cream 1/2 KG,240.0,8.4,Accra,N/A,Ice-Cream and Dessert
Pinocchio Osu,Klein Vesting Merlot,260.0,8.1,Accra,N/A,Red Wine
Pinocchio Osu,White House Wine,50.0,6.4,Accra,N/A,White Wine
Pinocchio Osu,Friesland Stellenbosch Sauvignon Blanc btl,380.0,8.6,Accra,N/A,White Wine
Pinocchio Osu,Klein Vesting Chenin Blanc btl,260.0,7.8,Accra,N/A,White Wine
Pinocchio Osu,House Wine (Long Mountain) btl,200.0,7.4,Accra,N/A,White Wine
Pinocchio Osu,Jameson gls,80.0,8.0,Accra,N/A,Whisky
Pinocchio Osu,Red House Wine,50.0,6.3,Accra,N/A,Red Wine
Pinocchio Osu,Gecko Ridge Cabernet Sauvignon,250.0,8.5,Accra,N/A,Red Wine
Pinocchio Osu,Giacondi Chianti,260.0,8.1,Accra,N/A,Red Wine
Pinocchio Osu,Long Mountain Chardonnay btl,200.0,7.7,Accra,N/A,White Wine
Pinocchio Osu,Fantinel Brut,600.0,8.7,Accra,N/A,Prosecco
Pinocchio Osu,Hennessy V.S,150.0,8.4,Accra,N/A,Cognac
Pinocchio Osu,Gelato 3Scoop,105.0,8.0,Accra,N/A,Ice-Cream and Dessert
Pinocchio Osu,Pasqualina,475.0,8.9,Accra,N/A,Ice-Cream and Dessert
Pinocchio Osu,Fanta,30.0,6.5,Accra,N/A,Soft Drinks
Pinocchio Osu,32 Curmi,320.0,8.0,Accra,N/A,Beer
Pinocchio Osu,Pirlo,90.0,6.9,Accra,N/A,Cocktails
Pinocchio Osu,Aperol Spritz,100.0,7.8,Accra,N/A,Cocktails
Pinocchio Osu,J.W Black Label gls,110.0,8.5,Accra,N/A,Whisky
Pinocchio Osu,Bulldog Gin,90.0,7.6,Accra,N/A,Gin
Sikada,Banku ,80.0,6.9,Accra,N/A,Grills
Sikada,Tilalpia Choice of Akyeku ,170.0,8.4,Accra,N/A,Grills
Sikada,Okro,N/A,6.0,Accra,N/A,Soup
Sikada,Ebunubunu,N/A,7.2,Accra,N/A,Soup
Sikada,Abe Nkwan,N/A,6.8,Accra,N/A,Soup
Sikada,kale Nkwan,N/A,5.9,Accra,N/A,Soup
Sikada,Light Soup,N/A,7.1,Accra,N/A,Soup
Sikada,Banku ,10.0,4.5,Accra,N/A,Tro Tro Menu
Sikada,Fufu,10.0,5.0,Accra,N/A,Tro Tro Menu
Sikada,Cassava Fries,120.0,6.4,Accra,N/A,Dishes
Sikada,Fried Yam,50.0,5.6,Accra,N/A,Dishes
Sikada,Fried Plantain & Chicken,40.0,7.2,Accra,N/A,Dishes
Sikada,Fried Yam & Chicken wings,80.0,7.5,Accra,N/A,Dishes
Sikada,Fried Yam & Chicken thigh.,100.0,7.7,Accra,N/A,Dishes
Sikada,Red Okro stew,80.0,6.5,Accra,N/A,Dishes
Sikada,Plain rice and chicken stew,65.0,6.9,Accra,N/A,Dishes
Sikada,Tropical Salsa,45.0,5.1,Accra,N/A,Dishes
Sikada,Egg (two eggs),10.0,4.7,Accra,N/A,Dishes
Sikada,Abomu w/Boiled Yam & /Plantain- Served with kobi or titu:,80.0,7.0,Accra,N/A,Dishes
PS Banku and Tilapia,Extra Banku,5.0,4.9,Accra,N/A,Extras
PS Banku and Tilapia,Extra tilapia Medium,70.0,7.7,Accra,N/A,Extras
PS Banku and Tilapia,Extra Tilapia - Mini,40.0,6.9,Accra,N/A,Extras
PS Banku and Tilapia,Banku and Grilled Tilapia (Medium),80.0,7.9,Accra,N/A,Main Dishes
PS Banku and Tilapia,Banku with Small Grilled Tilapia and Sardine,75.0,7.0,Accra,N/A,Main Dishes
PS Banku and Tilapia,Banku and Grilled Tilapia (Mini),50.0,6.6,Accra,N/A,Main Dishes
PS Banku and Tilapia,Banku with Fried Egg & Sardine,55.0,6.0,Accra,N/A,Main Dishes
PS Banku and Tilapia,Yam chips only,35.0,5.5,Accra,N/A,YAM CHIPS & TILAPIA
PS Banku and Tilapia,Yam chips with grilled tilapia (Medium),70.0,7.4,Accra,N/A,YAM CHIPS & TILAPIA
PS Banku and Tilapia,Yam chips with grilled tilapia (Maxi),100.0,8.1,Accra,N/A,YAM CHIPS & TILAPIA
The Rumson Restaurant,Spring roll,25.0,5.8,Accra,N/A,Sides
The Rumson Restaurant,Samosas ,25.0,5.9,Accra,N/A,Sides
The Rumson Restaurant,Basil yam chips,32.5,6.4,Accra,N/A,Sides
The Rumson Restaurant,Stir fry noodles ,45.5,7.2,Accra,N/A,Sides
The Rumson Restaurant,Steam Rice ,32.5,4.6,Accra,N/A,Sides
The Rumson Restaurant,Fried plantain,32.2,6.0,Accra,N/A,Sides
The Rumson Restaurant,Fried Rice,45.5,6.3,Accra,N/A,Sides
The Rumson Restaurant,Beef Vegetable Sauce ,85.5,7.7,Accra,N/A,Main meal ( Protein )
The Rumson Restaurant,Goat Stew,104.0,8.3,Accra,N/A,Main meal ( Protein )
The Rumson Restaurant,Assorted vegetables and mushrooms sauce ,65.0,6.8,Accra,N/A,Main meal ( Protein )
The Rumson Restaurant,Bambara Beans,52.0,6.6,Accra,N/A,Main meal ( Protein )
The Rumson Restaurant,Kaiser Wings,84.5,7.8,Accra,N/A,Main meal ( Protein )
The Rumson Restaurant,Fried Cassava Fish Sauce ,97.5,8.2,Accra,N/A,Main meal ( Protein )
The Rumson Restaurant,Oxtail with Vegetable Sauce ,104.0,8.0,Accra,N/A,Main meal ( Protein )
The Rumson Restaurant,Jollof rice,45.5,6.7,Accra,N/A,Sides
Yehowada,Fufu,90.0,7.5,Accra,N/A,Main Dish
Yehowada,Rice Ball,70.0,7.1,Accra,N/A,Main Dish
Yehowada,Kokonte,70.0,6.4,Accra,N/A,Main Dish
Yehowada,Banku,70.0,7.0,Accra,N/A,Main Dish
Yehowada,BelAqua,10.0,9.5,Accra,N/A,Main Dish
Hi-tech Fast Foods,Jollof Rice with Two Chicken Pieces,55.0,7.4,Accra,N/A,Main Meals
Hi-tech Fast Foods,Jollof Rice with One Chicken Piece,45.0,6.5,Accra,N/A,Main Meals
Hi-tech Fast Foods,Fried Rice with Two Chicken Pieces,55.0,7.2,Accra,N/A,Main Meals
Hi-tech Fast Foods,Fried Rice with One Chicken Piece,45.0,6.1,Accra,N/A,Main Meals
Express Noodles,Sausage Noodles Mixed with Rice,68.0,5.8,Accra,N/A,Main Dish
Express Noodles,Beef Noodles & Fried Rice Mix,68.0,6.4,Accra,N/A,Main Dish
Express Noodles,Beef Indomie,55.0,6.1,Accra,N/A,Main Dish
Express Noodles,Assorted Fried Rice,78.0,6.7,Accra,N/A,Main Dish
Express Noodles,Sausage Indomie,45.0,4.9,Accra,N/A,Main Dish
Express Noodles,Chicken indomie,55.0,6.3,Accra,N/A,Main Dish
Express Noodles,Egg indomie with chicken,48.0,5.6,Accra,N/A,Main Dish
Express Noodles,Vegetable Noodles,55.0,5.5,Accra,N/A,Main Dish
Express Noodles,"Chicken, sausage noodles",65.0,6.5,Accra,N/A,Main Dish
Express Noodles,Chicken and beef indomie,75.0,7.2,Accra,N/A,Main Dish
Burkina Waakye,Diamond Pack,60.0,7.0,Accra,N/A,Main meal
Burkina Waakye,Premium Pack,60.0,7.2,Accra,N/A,Main meal
Burkina Waakye,Silver Pack,50.0,6.6,Accra,N/A,Main meal
Burkina Waakye,EasyGo Pack,45.0,6.3,Accra,N/A,Main meal
Burkina Waakye,FirstAid Pack,30.0,5.1,Accra,N/A,Main meal
The Burger Booth,Bacon cheese,115.0,8.0,Accra,N/A,Burgers
The Burger Booth,9 yards,120.0,8.2,Accra,N/A,Burgers
The Burger Booth,Garlic fries,60.0,6.5,Accra,N/A,Fries
The Burger Booth,Fries,40.0,5.3,Accra,N/A,Fries
The Burger Booth,Classic,75.0,7.0,Accra,N/A,Burgers
The Burger Booth,Caramel Milk Tea,65.0,6.8,Accra,N/A,Boba Teas
The Burger Booth,Custard milk tea,55.0,6.6,Accra,N/A,Boba Teas
The Burger Booth,Passionfruit Boba,50.0,6.2,Accra,N/A,Boba Teas
The Burger Booth,Coke,10.0,5.7,Accra,N/A,Drinks
The Burger Booth,Fanta,10.0,5.6,Accra,N/A,Drinks
The Burger Booth,sprite,10.0,5.6,Accra,N/A,Drinks
Burkina Banku and Kenkey,Banku and Large Fried Tilapia,80.0,8.0,Accra,N/A,Main meal
Burkina Banku and Kenkey,Kenkey and Large Fried Tilapia,80.0,7.9,Accra,N/A,Main meal
Burkina Banku and Kenkey,Kenkey and Red Fish,30.0,6.2,Accra,N/A,Main meal
Burkina Banku and Kenkey,Banku with Red Fish,30.0,6.4,Accra,N/A,Main meal
Burkina Banku and Kenkey,Kenkey and Meat,30.0,6.6,Accra,N/A,Main meal
Burkina Banku and Kenkey,Fried Egg and Spicy Gizzard Served with Banku,30.0,6.8,Accra,N/A,Main meal
Burkina Banku and Kenkey,Banku and Medium fried tilapia,70.0,7.7,Accra,N/A,Main meal
Burkina Banku and Kenkey,Kenkey and Medium fried tilapia,70.0,7.8,Accra,N/A,Main meal
Burkina Banku and Kenkey,Fried Egg and Spicy Gizzard Served with Kenkey,30.0,6.9,Accra,N/A,Main meal
Pinkie’s Bistro,Assorted Fried Rice,60.0,6.7,Accra,N/A,Rice Dishes
Pinkie’s Bistro,Classic Pack,75.0,7.3,Accra,N/A,Special Angwamo(Braised Rice)Infused with Beef
Pinkie’s Bistro,Medium Pack,60.0,6.4,Accra,N/A,Special Angwamo(Braised Rice)Infused with Beef
Pinkie’s Bistro,Regular Pack,50.0,6.0,Accra,N/A,Special Angwamo(Braised Rice)Infused with Beef
Pinkie’s Bistro,Kosua Ne Meko,6.0,4.8,Accra,N/A,Special Angwamo(Braised Rice)Infused with Beef
Pinkie’s Bistro,Assorted Noodles,90.0,6.8,Accra,N/A,SELFTREAT DISHES
Pinkie’s Bistro,Labadi Beachstyle Yamchips ,90.0,6.9,Accra,N/A,SELFTREAT DISHES
Pinkie’s Bistro,Silver Pack,130.0,7.8,Accra,N/A,SELFTREAT DISHES
Pinkie’s Bistro,Bronze Pack ,70.0,6.3,Accra,N/A,SELFTREAT DISHES
Pinkie’s Bistro,Fried rice and fried chicken ,50.0,7.0,Accra,N/A,Rice Dishes
Yes Chef Osu,2 To Share,55.0,6.9,Accra,N/A,Everyday Meal Deal
Yes Chef Osu,Rice with Chicken,85.0,7.4,Accra,N/A,Rice Meals ( Jollof or Fried rice )
Yes Chef Osu,Rice with ChillI Gizzard,90.0,7.2,Accra,N/A,Rice Meals ( Jollof or Fried rice )
Yes Chef Osu,"Rice with  Chicken Wings",85.0,7.5,Accra,N/A,Rice Meals ( Jollof or Fried rice )
Yes Chef Osu,Kenkey with 2pcs Chicken,65.0,6.4,Accra,N/A,Ga Kenkey ( 2 balls )
Yes Chef Osu,Kenkey with Chilli Gizzard,65.0,6.7,Accra,N/A,Ga Kenkey ( 2 balls )
Yes Chef Osu,Kenkey with 6pcs Chicken Wings,85.0,7.6,Accra,N/A,Ga Kenkey ( 2 balls )
Yes Chef Osu,Sweet Potato Chips with 6pcs Honey Wings,105.0,7.8,Accra,N/A,Chips ( Yam or Sweet Potato )
Yes Chef Osu,Chips with 6pcs Chicken Wings,85.0,7.2,Accra,N/A,Chips ( Yam or Sweet Potato )
Yes Chef Osu,Chips with 2pcs Chicken,85.0,6.9,Accra,N/A,Chips ( Yam or Sweet Potato )
Yes Chef Osu,Chips with Chilli Gizzard,75.0,6.8,Accra,N/A,Chips ( Yam or Sweet Potato )
Yes Chef Osu,6pcs Wings,65.0,7.3,Accra,N/A,Extra Chicken
Yes Chef Osu,2pcs Chicken,35.0,6.5,Accra,N/A,Extra Chicken
Yes Chef Osu,6pcs Chicken,102.0,7.7,Accra,N/A,Extra Chicken
Yes Chef Osu,Chilli Peppers,10.0,4.3,Accra,N/A,Extras
Yes Chef Osu,Coleslaw,10.0,5.5,Accra,N/A,Extras
Yes Chef Osu,2 Fried Eggs,20.0,5.8,Accra,N/A,Extras
Yes Chef Osu,Executive Rice Pack,105.0,8.1,Accra,N/A,Catering Pack/ Packages
Junkies Burger,Chicken burger ,135.0,7.5,Accra,N/A,Chicken Burgers
Junkies Burger,Chicken cheese burger,160.0,7.8,Accra,N/A,Chicken Burgers
Junkies Burger,Avocado chicken burger,175.0,8.2,Accra,N/A,Chicken Burgers
Junkies Burger,Avocado chicken cheese burger,200.0,8.5,Accra,N/A,Chicken Burgers
Junkies Burger,Fully loaded chicken burger ,210.0,8.7,Accra,N/A,Chicken Burgers
Junkies Burger,Fully loaded avocado chicken burger,235.0,8.8,Accra,N/A,Chicken Burgers
Junkies Burger,Beef Burger,135.0,7.6,Accra,N/A,Beef Burgers
Junkies Burger,Cheese Burger,160.0,7.7,Accra,N/A,Beef Burgers
Junkies Burger,"Bacon Cheese Burger",195.0,8.2,Accra,N/A,Beef Burgers
Junkies Burger,Fully Loaded Burger,220.0,8.5,Accra,N/A,Beef Burgers
Junkies Burger,Fully Loaded XL Burger,270.0,8.9,Accra,N/A,Beef Burgers
Junkies Burger,Double Beef Burger,195.0,8.0,Accra,N/A,Beef Burgers
Junkies Burger,Double Cheese Burger,210.0,8.4,Accra,N/A,Beef Burgers
Junkies Burger,French fries,50.0,6.4,Accra,N/A,Sides
Junkies Burger,Fanta,20.0,5.5,Accra,N/A,Drinks
Junkies Burger,Coke,20.0,5.5,Accra,N/A,Drinks
Junkies Burger,water,15.0,9.4,Accra,N/A,Drinks
Awo Aduane,Boiled Yam & Palava sauce,70.0,7.4,Accra,N/A,Yam & Plantain Dishes
Awo Aduane,Assorted Indomie,70.0,6.7,Accra,N/A,Noodles
Awo Aduane,Stir fry indomie,60.0,6.1,Accra,N/A,Noodles
Awo Aduane,Assorted spaghetti,60.0,6.6,Accra,N/A,Noodles
Awo Aduane,Stir fry spaghetti,50.0,5.9,Accra,N/A,Noodles
Awo Aduane,Riped Plantain & palava sauce,70.0,7.2,Accra,N/A,Yam & Plantain Dishes
Awo Aduane,Riped plantain & Garden egg stew,60.0,6.9,Accra,N/A,Yam & Plantain Dishes
Awo Aduane,Riped plantain & egg sauce,60.0,6.5,Accra,N/A,Yam & Plantain Dishes
Awo Aduane,Boiled Plantain & Garden Egg Stew,60.0,6.6,Accra,N/A,Yam & Plantain Dishes
Awo Aduane,Boiled Plantain & Egg sauce,60.0,6.2,Accra,N/A,Yam & Plantain Dishes
Awo Aduane,Boiled Plantain & Palava sauce,70.0,7.0,Accra,N/A,Yam & Plantain Dishes
Awo Aduane,Crispy Fried Yam and Tilapia,110.0,8.4,Accra,N/A,Yam & Plantain Dishes
Awo Aduane,Jollof,80.0,7.1,Accra,N/A,Rice Dishes 
Awo Aduane,Boiled Yam & Egg sauce,60.0,6.6,Accra,N/A,Yam & Plantain Dishes
Awo Aduane,Fried Yam,75.0,6.2,Accra,N/A,Yam & Plantain Dishes
Awo Aduane,Gari Foto,60.0,6.3,Accra,N/A,Gari Dishes
Awo Aduane,Waakye,80.0,7.0,Accra,N/A,Rice Dishes 
Awo Aduane,Plain rice & Palava sauce,75.0,6.8,Accra,N/A,Rice Dishes 
Awo Aduane,Plain Rice & Egg Sauce,70.0,6.4,Accra,N/A,Rice Dishes 
Awo Aduane,Plain Rice & Gravy Stew,60.0,6.1,Accra,N/A,Rice Dishes 
Awo Aduane,Angwamoo (Braised Rice),85.0,6.9,Accra,N/A,Rice Dishes 
Awo Aduane,Assorted Fried Rice,85.0,7.3,Accra,N/A,Rice Dishes 
Awo Aduane,Fried Rice,75.0,6.5,Accra,N/A,Rice Dishes 
Awo Aduane,Assorted Jollof,95.0,7.8,Accra,N/A,Rice Dishes 
Awo Aduane,Beans Stew,60.0,6.6,Accra,N/A,Beans Stew
Awo Aduane,Banku & Tilapia,110.0,8.3,Accra,N/A,Swallows
Burkina Tasty Fries,Yam Chips and fried  Chicken ,35.0,6.6,Accra,N/A,main meals 
Burkina Tasty Fries,Kelewele with fried Chicken,35.0,6.4,Accra,N/A,main meals 
Burkina Tasty Fries,Yam with Sausage and Gizzard,30.0,7.4,Accra,N/A,main meals 
Burkina Tasty Fries,Kelewele with Sausage,25.0,5.9,Accra,N/A,main meals 
Burkina Tasty Fries,Kelewele with Sausage and Gizzard,30.0,6.5,Accra,N/A,main meals 
Burkina Tasty Fries,Yam and Gizzard Only,25.0,6.2,Accra,N/A,main meals 
Burkina Tasty Fries,Kelewele with Gizzard Only,25.0,6.0,Accra,N/A,main meals 
Burkina Tasty Fries,"Kelewele with Chicken, Sausage and Gizzard",40.0,7.8,Accra,N/A,main meals 
Burkina Tasty Fries,"Yam Chips and Chicken, Sausage and Gizzard",40.0,7.6,Accra,N/A,main meals 
Licks Eatery,Pineapple juice,10.0,7.1,Accra,N/A,Drinks
Licks Eatery,Fried Rice & Chicken ,60.0,7.2,Accra,N/A,Fried Rice
Licks Eatery,Potato Fries & Tilapia ,85.0,8.0,Accra,N/A,Potato Fries 
Licks Eatery,Potato Fries & Chicken ,60.0,7.1,Accra,N/A,Potato Fries 
Licks Eatery,Jollof Rice & tilapia ,85.0,8.2,Accra,N/A,Jollof Rice
Licks Eatery,Chicken 5pcs,60.0,7.5,Accra,N/A,Jollof Rice
Licks Eatery,Jollof Rice & Chicken ,60.0,7.3,Accra,N/A,Jollof Rice
Licks Eatery,tilapia Only (Large),60.0,7.8,Accra,N/A,Tilapia 
Licks Eatery,Tilapia & Banku (Standard),70.0,7.7,Accra,N/A,Tilapia 
Licks Eatery,Noodles Chicken ,60.0,7.0,Accra,N/A,Noodles 
Licks Eatery,Noodles (Reg),45.0,5.5,Accra,N/A,Noodles 
Licks Eatery,Tilapia Only (Standard),55.0,7.5,Accra,N/A,Tilapia 
Licks Eatery,Tilapia & Banku (Large),80.0,8.3,Accra,N/A,Tilapia 
Licks Eatery,Shawarma (chicken),65.0,7.4,Accra,N/A,Shawarma 
Licks Eatery,Fried Spring Rolls/Samosas (Tuna),40.0,5.7,Accra,N/A,Spring Rolls Samosas 
Licks Eatery,Fried Spring Rolls/Samosas (Chicken),45.5,6.9,Accra,N/A,Spring Rolls Samosas 
Waakye Phobia,Phobia Jollof  A,50.0,6.7,Accra,N/A,Phobia Combos
Waakye Phobia,Phobia Jollof B,50.0,6.8,Accra,N/A,Phobia Combos
Waakye Phobia,Chop Better 4 Two,100.0,7.6,Accra,N/A,Phobia Combos
Waakye Phobia,Morow Dey Pack A,50.0,6.4,Accra,N/A,Phobia Combos
Waakye Phobia,Morow Dey Pack B,50.0,6.2,Accra,N/A,Phobia Combos
Waakye Phobia,Morrow Dey C,50.0,6.3,Accra,N/A,Phobia Combos
Waakye Phobia,Rainbow Pack A,70.0,7.4,Accra,N/A,Phobia Combos
Waakye Phobia,Rainbow Pack B,70.0,7.5,Accra,N/A,Phobia Combos
Waakye Phobia,Chop Better Pack,90.0,7.7,Accra,N/A,Phobia Combos
Burkina Red Red,0.7 kilo Catfish with Acheke,176.0,7.8,Accra,N/A,Catfish Main Menu
Burkina Red Red,0.7 kilo Catfish with potatoes,170.0,7.5,Accra,N/A,Catfish Main Menu
Burkina Red Red,Assorted Fried Rice,130.0,6.9,Accra,N/A,Main Menu
Burkina Red Red,1 kilo Catfish with potatoes,228.0,8.0,Accra,N/A,Catfish Main Menu
Burkina Red Red,0.8 kilo Catfish with 3 balls of banku,169.0,7.4,Accra,N/A,Catfish Main Menu
Burkina Red Red,0.8 kilo Catfish with 2 balls of Eba,169.0,7.2,Accra,N/A,Catfish Main Menu
Burkina Red Red,1.5 kilo Catfish with yam chips,325.0,8.5,Accra,N/A,Catfish Main Menu
Burkina Red Red,1 kilo Catfish with yam chips,228.0,8.2,Accra,N/A,Catfish Main Menu
Burkina Red Red,1.5 kilo Catfish with 3 balls of banku,303.0,8.3,Accra,N/A,Catfish Main Menu
Burkina Red Red,0.8 kilo Catfish with Acheke,195.0,7.9,Accra,N/A,Catfish Main Menu
Burkina Red Red,Fried Rice with Grilled chicken,104.0,7.2,Accra,N/A,Main Menu
Burkina Red Red,0.7 kilo Catfish with 2 balls of Eba,150.0,6.8,Accra,N/A,Catfish Main Menu
Burkina Red Red,0.8 kilo Catfish with potatoes,189.0,7.1,Accra,N/A,Catfish Main Menu
Burkina Red Red,1.2 kilo Catfish with yam chips,268.0,8.4,Accra,N/A,Catfish Main Menu
Burkina Red Red,1 kilo Catfish with 2 balls of Eba,208.0,7.3,Accra,N/A,Catfish Main Menu
Burkina Red Red,0.7 kilo Catfish with 3 balls of banku,150.0,6.7,Accra,N/A,Catfish Main Menu
Burkina Red Red,1 kilo Catfish with 3 balls of banku,208.0,7.5,Accra,N/A,Catfish Main Menu
Burkina Red Red,0.8 kilo Catfish with yam chips,189.0,7.8,Accra,N/A,Catfish Main Menu
Burkina Red Red,0.8 kilo Catfish Only,156.0,7.0,Accra,N/A,Catfish Main Menu
Burkina Red Red,1 kilo Catfish Only,195.0,7.5,Accra,N/A,Catfish Main Menu
Burkina Red Red,0.7 kilo Catfish with yam chips,170.0,6.9,Accra,N/A,Catfish Main Menu
Burkina Red Red,1.2 kilo Catfish with potatoes,268.0,7.8,Accra,N/A,Catfish Main Menu
Burkina Red Red,1.2 kilo Catfish with 3 balls of banku,248.0,7.7,Accra,N/A,Catfish Main Menu
Burkina Red Red,IKIE Special Delight,124.0,7.1,Accra,N/A,Main Menu
Burkina Red Red,1.5 kilo Catfish with two balls of Eba,303.0,8.3,Accra,N/A,Catfish Main Menu
Burkina Red Red,Jollof Rice with Catfish,182.0,8.0,Accra,N/A,Main Menu
Burkina Red Red,1.5 kilo Catfish Only,290.0,8.2,Accra,N/A,Catfish Main Menu
Burkina Red Red,1.2 kilo Catfish with 2 balls of Eba,248.0,7.5,Accra,N/A,Catfish Main Menu
Burkina Red Red,Jollof Rice with grilled chicken,110.0,7.3,Accra,N/A,Main Menu
Burkina Red Red,IKEI Super Delicious (catfish with rice),234.0,8.5,Accra,N/A,Catfish Main Menu
Burkina Red Red,1.2 kilo Catfish with Acheke,274.0,8.1,Accra,N/A,Catfish Main Menu
Burkina Red Red,1 kilo Catfish with Acheke,234.0,8.0,Accra,N/A,Catfish Main Menu
Burkina Red Red,Assorted Jollof,143.0,7.4,Accra,N/A,Main Menu
Burkina Red Red,0.7 kilo Catfish Only,137.0,6.7,Accra,N/A,Catfish Main Menu
Burkina Red Red,1.5 kilo Catfish with Acheke,332.0,8.7,Accra,N/A,Catfish Main Menu
Burkina Red Red,1.5 kilo Catfish with potatoes,325.0,8.5,Accra,N/A,Catfish Main Menu
Burkina Red Red,1.2 kilo Catfish Only,235.0,7.2,Accra,N/A,Catfish Main Menu
Peter Pan Osu,Veg-Lover Pizza,89.0,7.3,Accra,N/A,Pizza
Peter Pan Osu,Fried Rice,28.0,5.6,Accra,N/A,Sides
Peter Pan Osu,Worcester Burger,50.0,6.9,Accra,N/A,Burger
Peter Pan Osu,Fanta,18.0,5.2,Accra,N/A,Drinks
Peter Pan Osu,Original,72.0,7.1,Accra,N/A,Chicken
Peter Pan Osu,Pepperoni Pizza,102.0,8.0,Accra,N/A,Pizza
Peter Pan Osu,Sweet Spicy,79.0,7.0,Accra,N/A,Chicken
Peter Pan Osu,Wonder Cheese Burger,59.0,6.7,Accra,N/A,Burger
Peter Pan Osu,French Fries Chips,32.0,5.5,Accra,N/A,Sides
Peter Pan Osu,Sprite,18.0,5.1,Accra,N/A,Drinks
Peter Pan Osu,Potato Cheese Burger,59.0,6.9,Accra,N/A,Burger
Peter Pan Osu,Combination Pizza,112.0,8.1,Accra,N/A,Pizza
Peter Pan Osu,Popcorn Chicken,40.0,6.0,Accra,N/A,Sides
Peter Pan Osu,Hot Wings,79.0,7.8,Accra,N/A,Chicken
Peter Pan Osu,Coke,18.0,5.5,Accra,N/A,Drinks
Peter Pan Osu,Cheese-Holic Pizza,112.0,8.2,Accra,N/A,Pizza
Peter Pan Osu,Blazing,89.0,7.2,Accra,N/A,Chicken
Peter Pan Osu,Heineken,50.0,6.8,Accra,N/A,Drinks
Peter Pan Osu,Blazing Burger,59.0,7.1,Accra,N/A,Burger
Peter Pan Osu,Jollof Rice,39.0,6.4,Accra,N/A,Sides
Peter Pan Osu,Wonder Wrap,56.0,6.9,Accra,N/A,Burger
Peter Pan Osu,Hash Brown,40.0,5.9,Accra,N/A,Sides
Peter Pan Osu,Shrimp & Squid Pizza,129.0,8.5,Accra,N/A,Pizza
Peter Pan Osu,Blazing Chicken Pizza,112.0,8.1,Accra,N/A,Pizza
Peter Pan Osu,Story Burger,66.0,7.3,Accra,N/A,Burger
Peter Pan Osu,Wonder Chicken Fried Rice,59.0,6.5,Accra,N/A,Sides
Peter Pan Osu,Wonder Chicken Jollof Rice,70.0,7.0,Accra,N/A,Sides
Peter Pan Osu,Blazing Cheese Burger,68.0,7.4,Accra,N/A,Burger
Peter Pan Osu,Worcester Double Cheese Burger,73.0,7.7,Accra,N/A,Burger
Peter Pan Osu,Blazing Wrap,65.0,7.2,Accra,N/A,Burger
Peter Pan Osu,Margherita Pizza,89.0,7.5,Accra,N/A,Pizza
Peter Pan Osu,Coleslaw Salad,6.0,4.6,Accra,N/A,Sides
